PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,data_quality_score,lead_time_days,total_original_value,total_negotiated_value,cost_savings,savings_percentage,defect_rate,quality_score
PO-00146,Gamma_Co,2023-04-25,,Electronics,Pending,468,95.57,91.8,24.0,Yes,100,,44726.759999999995,42962.4,1764.3599999999933,3.94,5.13,94.87
PO-00147,Beta_Supplies,2023-06-26,2023-07-14,Raw Materials,Delivered,338,50.25,46.28,49.0,No,100,18.0,16984.5,15642.640000000001,1341.8599999999988,7.9,14.5,85.5
PO-00148,Gamma_Co,2022-09-15,2022-09-22,Office Supplies,Delivered,428,22.94,21.52,26.0,Yes,100,7.0,9818.32,9210.56,607.7600000000002,6.19,6.07,93.93
PO-00149,Beta_Supplies,2023-07-21,,Packaging,Delivered,1846,13.72,12.62,216.0,Yes,100,,25327.120000000003,23296.519999999997,2030.6000000000058,8.02,11.7,88.3
PO-00150,Epsilon_Group,2022-01-12,2022-01-17,Office Supplies,Delivered,1563,77.96,70.8,41.0,Yes,100,5.0,121851.48,110660.4,11191.080000000002,9.18,2.62,97.38
PO-00151,Beta_Supplies,2023-11-28,2023-12-07,Office Supplies,Delivered,280,73.07,69.29,30.0,Yes,100,9.0,20459.6,19401.2,1058.3999999999978,5.17,10.71,89.28999999999999
PO-00152,Delta_Logistics,2022-04-28,2022-05-12,Raw Materials,Delivered,1067,74.47,64.16,0.0,No,100,14.0,79459.49,68458.72,11000.770000000004,13.84,0.0,100.0
PO-00153,Gamma_Co,2023-11-30,2023-12-17,Electronics,Pending,90,32.38,29.96,7.0,Yes,100,17.0,2914.2000000000003,2696.4,217.80000000000018,7.47,7.78,92.22
PO-00154,Gamma_Co,2023-07-04,2023-07-05,Raw Materials,Delivered,1101,24.28,22.73,59.0,No,100,1.0,26732.280000000002,25025.73,1706.550000000003,6.38,5.36,94.64
PO-00155,Alpha_Inc,2022-10-01,2022-10-11,Raw Materials,Delivered,184,11.82,10.51,4.0,Yes,100,10.0,2174.88,1933.84,241.0400000000002,11.08,2.17,97.83
PO-00156,Epsilon_Group,2023-10-19,2023-11-07,Electronics,Delivered,250,45.92,41.02,3.0,Yes,100,19.0,11480.0,10255.0,1225.0,10.67,1.2,98.8
PO-00157,Epsilon_Group,2022-12-15,,Packaging,Cancelled,1913,66.56,61.34,61.0,Yes,100,,127329.28,117343.42000000001,9985.859999999986,7.84,3.19,96.81
PO-00158,Beta_Supplies,2022-04-25,2022-04-30,Electronics,Delivered,829,45.98,40.39,0.0,Yes,100,5.0,38117.42,33483.31,4634.110000000001,12.16,0.0,100.0
PO-00159,Delta_Logistics,2022-10-28,2022-11-13,Raw Materials,Delivered,979,51.59,49.69,148.0,Yes,100,16.0,50506.61,48646.509999999995,1860.1000000000058,3.68,15.12,84.88
PO-00160,Epsilon_Group,2023-03-22,2023-04-09,Electronics,Partially Delivered,1106,97.77,90.45,31.0,Yes,100,18.0,108133.62,100037.7,8095.919999999998,7.49,2.8,97.2
PO-00161,Delta_Logistics,2022-06-11,2022-06-24,Office Supplies,Pending,1121,42.38,38.34,152.0,Yes,100,13.0,47507.98,42979.14000000001,4528.8399999999965,9.53,13.56,86.44
PO-00162,Alpha_Inc,2023-04-10,2023-04-21,Office Supplies,Delivered,552,60.48,56.78,10.0,Yes,100,11.0,33384.96,31342.56,2042.3999999999978,6.12,1.81,98.19
PO-00163,Gamma_Co,2022-01-04,2022-01-12,Packaging,Delivered,456,80.53,77.86,26.0,Yes,100,8.0,36721.68,35504.159999999996,1217.520000000004,3.32,5.7,94.3
PO-00164,Delta_Logistics,2022-09-27,2022-10-05,Packaging,Delivered,1647,47.52,44.92,0.0,Yes,100,8.0,78265.44,73983.24,4282.199999999997,5.47,0.0,100.0
PO-00165,Epsilon_Group,2023-05-28,2023-06-11,Electronics,Pending,1801,71.27,61.24,43.0,Yes,100,14.0,128357.26999999999,110293.24,18064.029999999984,14.07,2.39,97.61
PO-00166,Gamma_Co,2022-07-02,2022-07-18,Electronics,Delivered,854,90.24,85.53,0.0,Yes,100,16.0,77064.95999999999,73042.62,4022.3399999999965,5.22,0.0,100.0
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,Electronics,Delivered,148,103.57,98.62,23.0,No,100,13.0,15328.359999999999,14595.76,732.5999999999985,4.78,15.54,84.46000000000001
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,MRO,Delivered,733,23.59,22.85,92.0,Yes,100,5.0,17291.47,16749.05,542.4200000000019,3.14,12.55,87.45
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,Raw Materials,Delivered,1945,103.2,88.56,0.0,Yes,100,2.0,200724.0,172249.2,28474.79999999999,14.19,0.0,100.0
PO-00170,Gamma_Co,2022-11-02,2022-11-21,Raw Materials,Delivered,775,57.0,49.14,48.0,Yes,100,19.0,44175.0,38083.5,6091.5,13.79,6.19,93.81
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,Packaging,Delivered,1620,36.73,33.45,235.0,No,100,4.0,59502.6,54189.00000000001,5313.599999999991,8.93,14.51,85.49
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,Office Supplies,Delivered,1010,55.68,50.86,0.0,Yes,100,15.0,56236.8,51368.6,4868.200000000004,8.66,0.0,100.0
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,Office Supplies,Delivered,1812,108.02,101.02,51.0,Yes,100,15.0,195732.24,183048.24,12684.0,6.48,2.81,97.19
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,Office Supplies,Delivered,662,55.97,50.0,100.0,Yes,100,5.0,37052.14,33100.0,3952.1399999999994,10.67,15.11,84.89
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,Office Supplies,Pending,1535,40.58,38.71,165.0,Yes,100,5.0,62290.299999999996,59419.85,2870.449999999997,4.61,10.75,89.25
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,Raw Materials,Delivered,692,71.03,67.74,70.0,Yes,100,9.0,49152.76,46876.079999999994,2276.6800000000076,4.63,10.12,89.88
PO-00177,Gamma_Co,2022-06-15,2022-06-28,MRO,Delivered,1842,32.4,28.08,96.0,Yes,100,13.0,59680.799999999996,51723.35999999999,7957.440000000002,13.33,5.21,94.79
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,Office Supplies,Cancelled,1078,18.34,17.41,102.0,Yes,100,11.0,19770.52,18767.98,1002.5400000000009,5.07,9.46,90.53999999999999
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,Packaging,Delivered,1291,23.44,22.23,0.0,Yes,100,18.0,30261.04,28698.93,1562.1100000000006,5.16,0.0,100.0
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,Electronics,Delivered,552,21.52,18.79,13.0,Yes,100,11.0,11879.039999999999,10372.08,1506.9599999999991,12.69,2.36,97.64
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,Electronics,Delivered,816,26.04,25.61,28.0,Yes,100,16.0,21248.64,20897.76,350.880000000001,1.65,3.43,96.57
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,Packaging,Delivered,447,23.62,21.81,50.0,Yes,100,2.0,10558.140000000001,9749.07,809.0700000000015,7.66,11.19,88.81
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,Packaging,Partially Delivered,920,73.09,70.14,0.0,Yes,100,8.0,67242.8,64528.8,2714.0,4.04,0.0,100.0
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,Packaging,Partially Delivered,844,26.37,25.08,38.0,Yes,100,10.0,22256.280000000002,21167.519999999997,1088.7600000000057,4.89,4.5,95.5
PO-00185,Epsilon_Group,2022-04-25,,MRO,Delivered,442,41.73,36.45,15.0,Yes,100,,18444.66,16110.900000000001,2333.7599999999984,12.65,3.39,96.61
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,Electronics,Cancelled,256,96.15,83.44,26.0,Yes,100,14.0,24614.4,21360.64,3253.760000000002,13.22,10.16,89.84
PO-00187,Delta_Logistics,2022-11-11,,MRO,Partially Delivered,1088,55.29,53.04,161.0,No,100,,60155.52,57707.52,2448.0,4.07,14.8,85.2
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,Office Supplies,Delivered,1931,72.88,64.69,187.0,Yes,100,4.0,140731.28,124916.39,15814.89,11.24,9.68,90.32
PO-00189,Gamma_Co,2022-03-01,2022-03-11,Electronics,Delivered,1627,25.76,25.09,74.0,Yes,100,10.0,41911.520000000004,40821.43,1090.0900000000038,2.6,4.55,95.45
PO-00190,Beta_Supplies,2022-09-04,,Packaging,Delivered,941,28.4,27.21,0.0,No,100,,26724.399999999998,25604.61,1119.7899999999972,4.19,0.0,100.0
PO-00191,Gamma_Co,2023-08-04,2023-08-06,MRO,Delivered,1534,14.98,12.79,0.0,Yes,100,2.0,22979.32,19619.859999999997,3359.4600000000028,14.62,0.0,100.0
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,Raw Materials,Delivered,1764,25.46,24.52,46.0,Yes,100,12.0,44911.44,43253.28,1658.1600000000035,3.69,2.61,97.39
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,Electronics,Delivered,1648,35.42,31.46,0.0,No,100,8.0,58372.16,51846.08,6526.080000000002,11.18,0.0,100.0
PO-00194,Gamma_Co,2023-05-13,2023-06-01,Packaging,Delivered,913,28.01,24.06,53.0,Yes,100,19.0,25573.13,21966.78,3606.350000000002,14.1,5.81,94.19
PO-00195,Alpha_Inc,2022-03-12,2022-03-18,Packaging,Cancelled,792,18.16,17.25,17.0,Yes,100,6.0,14382.72,13662.0,720.7199999999993,5.01,2.15,97.85
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,Office Supplies,Partially Delivered,1314,22.63,21.06,44.0,Yes,100,3.0,29735.82,27672.839999999997,2062.980000000003,6.94,3.35,96.65
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,MRO,Delivered,613,52.5,45.19,70.0,Yes,100,13.0,32182.5,27701.469999999998,4481.0300000000025,13.92,11.42,88.58
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,Office Supplies,Delivered,1070,29.14,26.63,24.0,Yes,100,8.0,31179.8,28494.1,2685.7000000000007,8.61,2.24,97.76
PO-00199,Gamma_Co,2023-11-07,2023-11-26,Raw Materials,Partially Delivered,145,47.49,42.76,6.0,Yes,100,19.0,6886.05,6200.2,685.8500000000004,9.96,4.14,95.86
PO-00200,Delta_Logistics,2023-05-02,2023-05-17,Raw Materials,Delivered,1973,59.73,54.95,291.0,Yes,100,15.0,117847.29,108416.35,9430.939999999988,8.0,14.75,85.25
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,Office Supplies,Delivered,1807,78.63,73.08,100.0,Yes,100,15.0,142084.41,132055.56,10028.850000000006,7.06,5.53,94.47
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,Electronics,Delivered,534,13.88,12.51,100.0,Yes,100,1.0,7411.92,6680.34,731.5799999999999,9.87,18.73,81.27
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,Electronics,Delivered,1480,85.22,75.48,100.0,Yes,100,15.0,126125.59999999999,111710.40000000001,14415.199999999983,11.43,6.76,93.24
PO-00204,Alpha_Inc,2023-06-25,,Office Supplies,Delivered,280,72.16,62.38,100.0,Yes,100,,20204.8,17466.4,2738.399999999998,13.55,35.71,64.28999999999999
PO-00205,Beta_Supplies,2023-09-14,2023-09-20,Office Supplies,Cancelled,798,19.09,17.76,100.0,Yes,100,6.0,15233.82,14172.480000000001,1061.3399999999983,6.97,12.53,87.47
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,Electronics,Delivered,1728,94.83,90.2,100.0,Yes,100,12.0,163866.24,155865.6,8000.639999999985,4.88,5.79,94.21
PO-00207,Epsilon_Group,2022-08-05,,MRO,Delivered,1244,96.13,84.78,43.0,Yes,100,,119585.72,105466.32,14119.399999999994,11.81,3.46,96.54
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,Office Supplies,Delivered,590,16.89,15.56,46.0,No,100,14.0,9965.1,9180.4,784.7000000000007,7.87,7.8,92.2
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,Packaging,Delivered,1109,38.93,33.33,152.0,Yes,100,15.0,43173.37,36962.97,6210.4000000000015,14.38,13.71,86.28999999999999
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,MRO,Delivered,574,85.03,82.55,54.0,Yes,100,7.0,48807.22,47383.7,1423.520000000004,2.92,9.41,90.59
PO-00211,Gamma_Co,2024-01-01,,Office Supplies,Delivered,1233,86.62,76.59,65.0,Yes,100,,106802.46,94435.47,12366.990000000005,11.58,5.27,94.73
PO-00212,Gamma_Co,2022-11-16,2022-11-20,Packaging,Delivered,1912,27.94,25.59,83.0,No,100,4.0,53421.28,48928.08,4493.199999999997,8.41,4.34,95.66
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,Packaging,Delivered,1772,30.72,27.76,46.0,No,100,19.0,54435.84,49190.72,5245.119999999995,9.64,2.6,97.4
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,Office Supplies,Delivered,1316,48.11,41.9,135.0,Yes,100,10.0,63312.76,55140.4,8172.360000000001,12.91,10.26,89.74
PO-00215,Beta_Supplies,2023-10-28,,Office Supplies,Delivered,1159,59.24,58.08,0.0,Yes,100,,68659.16,67314.72,1344.4400000000023,1.96,0.0,100.0
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,Office Supplies,Delivered,1869,69.58,67.5,31.0,Yes,100,13.0,130045.02,126157.5,3887.520000000004,2.99,1.66,98.34
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,Packaging,Delivered,627,46.23,42.87,0.0,Yes,100,19.0,28986.21,26879.489999999998,2106.720000000001,7.27,0.0,100.0
PO-00218,Beta_Supplies,2023-06-14,2023-06-16,Raw Materials,Pending,731,56.02,54.78,70.0,No,100,2.0,40950.62,40044.18,906.4400000000023,2.21,9.58,90.42
PO-00219,Epsilon_Group,2023-04-08,,Office Supplies,Cancelled,606,83.07,79.22,16.0,Yes,100,,50340.42,48007.32,2333.0999999999985,4.63,2.64,97.36
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,Office Supplies,Delivered,1647,13.57,12.33,157.0,Yes,100,10.0,22349.79,20307.51,2042.2800000000025,9.14,9.53,90.47
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,MRO,Delivered,1062,34.03,30.46,0.0,Yes,100,8.0,36139.86,32348.52,3791.34,10.49,0.0,100.0
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,Office Supplies,Delivered,695,76.8,69.76,0.0,No,100,12.0,53376.0,48483.200000000004,4892.799999999996,9.17,0.0,100.0
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,MRO,Delivered,845,91.47,86.97,0.0,Yes,100,7.0,77292.15,73489.65,3802.5,4.92,0.0,100.0
PO-00224,Gamma_Co,2022-12-13,2022-12-18,MRO,Delivered,1101,59.13,52.51,54.0,Yes,100,5.0,65102.130000000005,57813.509999999995,7288.62000000001,11.2,4.9,95.1
PO-00225,Gamma_Co,2022-01-22,2022-01-24,Raw Materials,Delivered,1693,57.89,49.84,88.0,Yes,100,2.0,98007.77,84379.12000000001,13628.649999999994,13.91,5.2,94.8
PO-00226,Delta_Logistics,2023-08-26,2023-09-10,Office Supplies,Cancelled,1629,21.51,19.41,250.0,No,100,15.0,35039.79,31618.89,3420.9000000000015,9.76,15.35,84.65
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,Raw Materials,Delivered,1413,54.79,50.42,0.0,Yes,100,12.0,77418.27,71243.46,6174.809999999998,7.98,0.0,100.0
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,Packaging,Delivered,1871,59.96,58.54,47.0,Yes,100,3.0,112185.16,109528.34,2656.820000000007,2.37,2.51,97.49
PO-00229,Gamma_Co,2023-08-26,,Raw Materials,Delivered,1404,34.85,30.5,78.0,Yes,100,,48929.4,42822.0,6107.4000000000015,12.48,5.56,94.44
PO-00230,Gamma_Co,2022-08-14,2022-08-28,Electronics,Delivered,1713,35.43,34.11,74.0,Yes,100,14.0,60691.59,58430.43,2261.159999999996,3.73,4.32,95.68
PO-00231,Gamma_Co,2022-01-08,2022-01-13,Electronics,Delivered,1579,43.96,43.41,74.0,Yes,100,5.0,69412.84,68544.39,868.4499999999971,1.25,4.69,95.31
PO-00232,Gamma_Co,2022-03-14,2022-03-26,Electronics,Delivered,1421,11.92,11.72,76.0,Yes,100,12.0,16938.32,16654.120000000003,284.1999999999971,1.68,5.35,94.65
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,MRO,Delivered,1546,43.47,37.37,53.0,Yes,100,9.0,67204.62,57774.02,9430.599999999999,14.03,3.43,96.57
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,Electronics,Delivered,1304,32.08,29.36,0.0,Yes,100,9.0,41832.32,38285.44,3546.8799999999974,8.48,0.0,100.0
PO-00235,Delta_Logistics,2022-03-02,,Raw Materials,Delivered,239,39.87,35.47,32.0,Yes,100,,9528.93,8477.33,1051.6000000000004,11.04,13.39,86.61
PO-00236,Alpha_Inc,2022-08-23,,Office Supplies,Delivered,1298,21.51,20.83,0.0,Yes,100,,27919.980000000003,27037.339999999997,882.6400000000067,3.16,0.0,100.0
PO-00237,Delta_Logistics,2022-03-11,,MRO,Delivered,1458,91.05,81.56,220.0,Yes,100,,132750.9,118914.48000000001,13836.419999999984,10.42,15.09,84.91
PO-00238,Gamma_Co,2022-02-02,2022-02-13,MRO,Delivered,1450,63.74,59.11,71.0,Yes,100,11.0,92423.0,85709.5,6713.5,7.26,4.9,95.1
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,Electronics,Delivered,1356,75.03,63.86,131.0,Yes,100,15.0,101740.68000000001,86594.16,15146.520000000004,14.89,9.66,90.34
PO-00240,Gamma_Co,2022-03-14,,Packaging,Delivered,682,81.84,71.86,40.0,Yes,100,,55814.880000000005,49008.52,6806.360000000008,12.19,5.87,94.13
PO-00241,Gamma_Co,2023-06-11,2023-06-19,Packaging,Delivered,677,59.52,55.29,39.0,Yes,100,8.0,40295.04,37431.33,2863.709999999999,7.11,5.76,94.24
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,Office Supplies,Delivered,1022,18.54,16.55,150.0,Yes,100,13.0,18947.879999999997,16914.100000000002,2033.7799999999952,10.73,14.68,85.32
PO-00243,Alpha_Inc,2022-10-13,,Raw Materials,Delivered,1818,60.96,57.13,41.0,Yes,100,,110825.28,103862.34000000001,6962.939999999988,6.28,2.26,97.74
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,Electronics,Delivered,1332,69.73,63.8,41.0,Yes,100,12.0,92880.36,84981.59999999999,7898.760000000009,8.5,3.08,96.92
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,Raw Materials,Delivered,1432,83.26,77.67,174.0,Yes,100,13.0,119228.32,111223.44,8004.880000000005,6.71,12.15,87.85
PO-00246,Beta_Supplies,2022-08-08,2022-08-26,Packaging,Pending,759,50.56,46.47,63.0,No,100,18.0,38375.04,35270.729999999996,3104.310000000005,8.09,8.3,91.7
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,Packaging,Delivered,1529,23.42,22.44,30.0,Yes,100,12.0,35809.18,34310.76,1498.4199999999983,4.18,1.96,98.04
PO-00248,Gamma_Co,2022-05-16,2022-05-25,Electronics,Delivered,1484,36.25,31.8,61.0,Yes,100,9.0,53795.0,47191.200000000004,6603.799999999996,12.28,4.11,95.89
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,Packaging,Delivered,698,46.73,45.61,15.0,Yes,100,12.0,32617.539999999997,31835.78,781.7599999999984,2.4,2.15,97.85
PO-00250,Epsilon_Group,2023-08-14,2023-08-22,Packaging,Pending,367,74.61,71.36,13.0,Yes,100,8.0,27381.87,26189.12,1192.75,4.36,3.54,96.46
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,Office Supplies,Partially Delivered,1750,65.97,58.34,50.0,Yes,100,20.0,115447.5,102095.0,13352.5,11.57,2.86,97.14
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,Office Supplies,Partially Delivered,1298,43.73,37.21,0.0,No,100,18.0,56761.53999999999,48298.58,8462.959999999992,14.91,0.0,100.0
PO-00253,Gamma_Co,2023-04-30,2023-05-20,Packaging,Delivered,1892,106.2,96.37,93.0,Yes,100,20.0,200930.4,182332.04,18598.359999999986,9.26,4.92,95.08
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,Electronics,Delivered,1307,68.71,60.64,141.0,Yes,100,3.0,89803.96999999999,79256.48,10547.48999999999,11.75,10.79,89.21000000000001
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,Electronics,Delivered,733,32.29,29.01,78.0,Yes,100,15.0,23668.57,21264.33,2404.239999999998,10.16,10.64,89.36
PO-00256,Gamma_Co,2022-04-07,,Packaging,Delivered,713,19.45,18.82,31.0,Yes,100,,13867.85,13418.66,449.1900000000005,3.24,4.35,95.65
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,Packaging,Delivered,1900,24.11,23.45,188.0,Yes,100,14.0,45809.0,44555.0,1254.0,2.74,9.89,90.11
PO-00258,Delta_Logistics,2023-11-06,2023-11-08,MRO,Cancelled,1447,35.67,35.07,224.0,No,100,2.0,51614.490000000005,50746.29,868.2000000000044,1.68,15.48,84.52
PO-00259,Epsilon_Group,2023-03-18,,Office Supplies,Delivered,1745,26.17,22.25,55.0,Yes,100,,45666.65,38826.25,6840.4000000000015,14.98,3.15,96.85
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,Office Supplies,Delivered,1681,28.26,26.62,143.0,Yes,100,16.0,47505.060000000005,44748.22,2756.840000000004,5.8,8.51,91.49
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,Electronics,Delivered,1545,38.15,36.96,214.0,Yes,100,8.0,58941.75,57103.200000000004,1838.5499999999956,3.12,13.85,86.15
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,Raw Materials,Delivered,1306,27.27,25.96,39.0,Yes,100,5.0,35614.62,33903.76,1710.8600000000006,4.8,2.99,97.01
PO-00263,Gamma_Co,2023-04-24,2023-05-06,Raw Materials,Delivered,1765,97.51,84.3,65.0,Yes,100,12.0,172105.15000000002,148789.5,23315.650000000023,13.55,3.68,96.32
PO-00264,Gamma_Co,2022-02-25,2022-03-15,Packaging,Cancelled,1186,17.31,16.0,64.0,Yes,100,18.0,20529.66,18976.0,1553.6599999999999,7.57,5.4,94.6
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,Packaging,Delivered,1903,63.5,56.09,254.0,Yes,100,5.0,120840.5,106739.27,14101.229999999996,11.67,13.35,86.65
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,MRO,Delivered,1570,52.1,47.87,0.0,No,100,4.0,81797.0,75155.9,6641.100000000006,8.12,0.0,100.0
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,MRO,Delivered,491,108.75,93.35,0.0,No,100,20.0,53396.25,45834.85,7561.4000000000015,14.16,0.0,100.0
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,Electronics,Partially Delivered,613,20.38,20.17,58.0,Yes,100,9.0,12492.939999999999,12364.210000000001,128.72999999999774,1.03,9.46,90.53999999999999
PO-00269,Gamma_Co,2022-03-04,2022-03-16,Raw Materials,Partially Delivered,1341,46.27,43.94,63.0,Yes,100,12.0,62048.07000000001,58923.53999999999,3124.5300000000134,5.04,4.7,95.3
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,MRO,Partially Delivered,1583,103.57,89.38,164.0,Yes,100,15.0,163951.31,141488.53999999998,22462.77000000002,13.7,10.36,89.64
PO-00271,Beta_Supplies,2022-12-14,,Raw Materials,Cancelled,1880,92.73,90.78,173.0,Yes,100,,174332.4,170666.4,3666.0,2.1,9.2,90.8
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,MRO,Delivered,1459,84.79,82.72,47.0,Yes,100,4.0,123708.61000000002,120688.48,3020.130000000019,2.44,3.22,96.78
PO-00273,Delta_Logistics,2022-09-12,,Office Supplies,Delivered,1460,34.54,31.87,208.0,No,100,,50428.4,46530.200000000004,3898.199999999997,7.73,14.25,85.75
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,Packaging,Partially Delivered,1186,26.14,24.78,112.0,Yes,100,12.0,31002.04,29389.08,1612.9599999999991,5.2,9.44,90.56
PO-00275,Epsilon_Group,2022-07-14,2022-07-23,MRO,Pending,1686,72.28,65.21,53.0,Yes,100,9.0,121864.08,109944.05999999998,11920.020000000019,9.78,3.14,96.86
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28.0,Yes,100,4.0,173314.86,170971.62,2343.2399999999907,1.35,1.65,98.35
PO-00277,Epsilon_Group,2023-04-05,,Electronics,Delivered,1001,64.62,55.7,32.0,Yes,100,,64684.62,55755.700000000004,8928.919999999998,13.8,3.2,96.8
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25.0,Yes,100,3.0,72321.18000000001,62442.94,9878.240000000005,13.66,2.17,97.83
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,Packaging,Cancelled,748,37.66,32.71,0.0,No,100,20.0,28169.679999999997,24467.08,3702.599999999995,13.14,0.0,100.0
PO-00280,Alpha_Inc,2022-07-07,,Office Supplies,Delivered,162,81.63,78.76,2.0,Yes,100,,13224.06,12759.12,464.9399999999987,3.52,1.23,98.77
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0.0,Yes,100,11.0,1430.04,1230.6299999999999,199.41000000000008,13.94,0.0,100.0
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,Office Supplies,Delivered,691,42.07,39.1,106.0,Yes,100,5.0,29070.37,27018.100000000002,2052.269999999997,7.06,15.34,84.66
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,Office Supplies,Delivered,269,50.22,45.75,32.0,No,100,7.0,13509.18,12306.75,1202.4300000000003,8.9,11.9,88.1
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,Electronics,Pending,1639,56.24,55.4,147.0,Yes,100,18.0,92177.36,90800.59999999999,1376.7600000000093,1.49,8.97,91.03
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,Raw Materials,Delivered,904,34.04,30.06,26.0,Yes,100,7.0,30772.16,27174.239999999998,3597.920000000002,11.69,2.88,97.12
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,Office Supplies,Delivered,1809,22.17,19.65,0.0,Yes,100,8.0,40105.530000000006,35546.85,4558.680000000008,11.37,0.0,100.0
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,0.0,Yes,100,5.0,85577.14000000001,76517.1,9060.040000000008,10.59,0.0,100.0
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,Packaging,Delivered,434,36.16,34.79,41.0,Yes,100,20.0,15693.439999999999,15098.859999999999,594.5799999999999,3.79,9.45,90.55
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,Electronics,Delivered,1476,68.85,65.28,43.0,Yes,100,5.0,101622.59999999999,96353.28,5269.319999999992,5.19,2.91,97.09
PO-00290,Delta_Logistics,2023-07-08,,Raw Materials,Partially Delivered,1711,26.04,24.81,290.0,Yes,100,,44554.439999999995,42449.909999999996,2104.529999999999,4.72,16.95,83.05
PO-00291,Gamma_Co,2022-01-16,2022-01-22,Packaging,Delivered,1203,53.3,47.68,49.0,Yes,100,6.0,64119.899999999994,57359.04,6760.859999999993,10.54,4.07,95.93
