PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,data_quality_score,lead_time_days,total_original_value,total_negotiated_value,cost_savings,savings_percentage,defect_rate,quality_score,order_year,order_month,order_quarter,order_day_of_week,order_day_of_month,order_week_of_year,order_month_name,order_day_name,order_season,order_is_weekend,order_is_month_end,order_is_quarter_end,lead_time_category,lead_time_vs_median,is_fast_delivery,is_slow_delivery,supplier_total_orders,supplier_total_quantity,supplier_avg_order_quantity,supplier_total_spend,supplier_avg_order_value,supplier_avg_lead_time,supplier_lead_time_consistency,supplier_avg_defect_rate,supplier_quality_consistency,supplier_avg_savings_rate,supplier_savings_consistency,supplier_delivery_score,supplier_quality_score,supplier_overall_score,supplier_tier,price_change_absolute,price_change_ratio,negotiation_effectiveness,order_size_category,is_high_value_order,defect_severity,is_perfect_order,compliance_score,delivery_risk,quality_risk,compliance_risk,composite_risk_score,risk_level
PO-00137,Alpha_Inc,2023-10-05,2023-10-11,Raw Materials,Delivered,1202,46.67,44.13,21.0,No,100,6.0,56097.34,53044.26,3053.0800000000017,5.44,1.75,98.25,2023,10,4,3,5,40,October,Thursday,Fall,False,False,False,Express,-5.0,True,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,2.539999999999999,0.9455753160488537,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00138,Beta_Supplies,2022-06-13,2022-06-14,Office Supplies,Delivered,697,20.73,19.83,78.0,No,100,1.0,14448.81,13821.509999999998,627.3000000000011,4.34,11.19,88.81,2022,6,2,0,13,24,June,Monday,Summer,False,False,True,Express,-10.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,0.9000000000000021,0.9565846599131692,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00139,Epsilon_Group,2023-11-28,2023-12-01,MRO,Delivered,1545,78.19,76.91,42.0,Yes,100,3.0,120803.55,118825.95,1977.6000000000056,1.64,2.72,97.28,2023,11,4,1,28,48,November,Tuesday,Fall,False,True,False,Express,-8.0,True,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,1.2800000000000011,0.9836296201560302,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00140,Gamma_Co,2023-03-09,2023-03-13,MRO,Partially Delivered,1136,60.81,58.25,62.0,Yes,100,4.0,69080.16,66172.0,2908.1600000000035,4.21,5.46,94.54,2023,3,1,3,9,10,March,Thursday,Spring,False,False,True,Express,-7.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,2.5600000000000023,0.9579016609110343,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00141,Beta_Supplies,2023-09-03,2023-09-07,MRO,Delivered,1212,87.46,74.55,118.0,No,100,4.0,106001.52,90354.6,15646.919999999998,14.76,9.74,90.26,2023,9,3,6,3,35,September,Sunday,Fall,True,False,True,Express,-7.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,12.909999999999997,0.8523896638463297,Successful,Large,False,Poor,False,,0,1,0,1,Medium
PO-00142,Epsilon_Group,2022-03-07,2022-03-12,MRO,Delivered,1572,57.38,49.32,40.0,Yes,100,5.0,90201.36,77531.04,12670.320000000009,14.05,2.54,97.46,2022,3,1,0,7,10,March,Monday,Spring,False,False,True,Express,-6.0,True,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,8.060000000000002,0.85953293830603,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00143,Gamma_Co,2023-01-30,2023-02-09,Electronics,Delivered,642,91.9,81.49,26.0,Yes,100,10.0,58999.8,52316.579999999994,6683.220000000008,11.33,4.05,95.95,2023,1,1,0,30,5,January,Monday,Winter,False,True,False,Standard,-1.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,10.41000000000001,0.8867247007616974,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00144,Epsilon_Group,2023-01-26,2023-02-04,Office Supplies,Delivered,441,63.25,54.12,16.0,Yes,100,9.0,27893.25,23866.92,4026.3300000000017,14.43,3.63,96.37,2023,1,1,3,26,4,January,Thursday,Winter,False,False,False,Standard,-2.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,9.130000000000003,0.8556521739130435,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00145,Epsilon_Group,2023-09-03,2023-09-19,Office Supplies,Delivered,1748,66.53,57.11,0.0,Yes,100,16.0,116294.44,99828.28,16466.160000000003,14.16,0.0,100.0,2023,9,3,6,3,35,September,Sunday,Fall,True,False,True,Extended,5.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,9.420000000000002,0.8584097399669322,Successful,Large,False,,True,,0,0,0,0,Low
PO-00146,Gamma_Co,2023-04-25,,Electronics,Pending,468,95.57,91.8,24.0,Yes,100,,44726.759999999995,42962.4,1764.3599999999933,3.94,5.13,94.87,2023,4,2,1,25,17,April,Tuesday,Spring,False,False,False,,,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,3.769999999999996,0.9605524746259286,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00147,Beta_Supplies,2023-06-26,2023-07-14,Raw Materials,Delivered,338,50.25,46.28,49.0,No,100,18.0,16984.5,15642.64,1341.8599999999988,7.9,14.5,85.5,2023,6,2,0,26,26,June,Monday,Summer,False,False,True,Extended,7.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,3.969999999999999,0.9209950248756219,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00148,Gamma_Co,2022-09-15,2022-09-22,Office Supplies,Delivered,428,22.94,21.52,26.0,Yes,100,7.0,9818.32,9210.56,607.7600000000002,6.19,6.07,93.93,2022,9,3,3,15,37,September,Thursday,Fall,False,False,True,Express,-4.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,1.4200000000000017,0.9380993897122929,Successful,Small,False,Poor,False,,0,1,0,1,Medium
PO-00149,Beta_Supplies,2023-07-21,,Packaging,Delivered,1846,13.72,12.62,216.0,Yes,100,,25327.120000000003,23296.519999999997,2030.6000000000056,8.02,11.7,88.3,2023,7,3,4,21,29,July,Friday,Summer,False,False,False,,,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,1.1000000000000014,0.9198250728862972,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00150,Epsilon_Group,2022-01-12,2022-01-17,Office Supplies,Delivered,1563,77.96,70.8,41.0,Yes,100,5.0,121851.48,110660.4,11191.080000000002,9.18,2.62,97.38,2022,1,1,2,12,2,January,Wednesday,Winter,False,False,False,Express,-6.0,True,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,7.159999999999997,0.9081580297588507,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00151,Beta_Supplies,2023-11-28,2023-12-07,Office Supplies,Delivered,280,73.07,69.29,30.0,Yes,100,9.0,20459.6,19401.2,1058.3999999999978,5.17,10.71,89.28999999999999,2023,11,4,1,28,48,November,Tuesday,Fall,False,True,False,Standard,-2.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,3.779999999999987,0.9482687833584236,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00152,Delta_Logistics,2022-04-28,2022-05-12,Raw Materials,Delivered,1067,74.47,64.16,0.0,No,100,14.0,79459.49,68458.72,11000.770000000004,13.84,0.0,100.0,2022,4,2,3,28,17,April,Thursday,Spring,False,True,False,Standard,3.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,10.310000000000002,0.8615549885860078,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00153,Gamma_Co,2023-11-30,2023-12-17,Electronics,Pending,90,32.38,29.96,7.0,Yes,100,17.0,2914.2000000000003,2696.4,217.80000000000015,7.47,7.78,92.22,2023,11,4,3,30,48,November,Thursday,Fall,False,True,False,Extended,6.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,2.4200000000000017,0.9252625077208153,Successful,Small,False,Poor,False,,0,1,0,1,Medium
PO-00154,Gamma_Co,2023-07-04,2023-07-05,Raw Materials,Delivered,1101,24.28,22.73,59.0,No,100,1.0,26732.28,25025.73,1706.550000000003,6.38,5.36,94.64,2023,7,3,1,4,27,July,Tuesday,Summer,False,False,False,Express,-10.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,1.5500000000000007,0.936161449752883,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00155,Alpha_Inc,2022-10-01,2022-10-11,Raw Materials,Delivered,184,11.82,10.51,4.0,Yes,100,10.0,2174.88,1933.84,241.0400000000002,11.08,2.17,97.83,2022,10,4,5,1,39,October,Saturday,Fall,True,False,False,Standard,-1.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,1.3100000000000005,0.88917089678511,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00156,Epsilon_Group,2023-10-19,2023-11-07,Electronics,Delivered,250,45.92,41.02,3.0,Yes,100,19.0,11480.0,10255.0,1225.0,10.67,1.2,98.8,2023,10,4,3,19,42,October,Thursday,Fall,False,False,False,Extended,8.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,4.899999999999999,0.8932926829268293,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00157,Epsilon_Group,2022-12-15,,Packaging,Cancelled,1913,66.56,61.34,61.0,Yes,100,,127329.28,117343.42,9985.859999999986,7.84,3.19,96.81,2022,12,4,3,15,50,December,Thursday,Winter,False,False,True,,,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,5.219999999999999,0.9215745192307693,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00158,Beta_Supplies,2022-04-25,2022-04-30,Electronics,Delivered,829,45.98,40.39,0.0,Yes,100,5.0,38117.42,33483.31,4634.110000000001,12.16,0.0,100.0,2022,4,2,0,25,17,April,Monday,Spring,False,False,False,Express,-6.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,5.589999999999996,0.8784254023488474,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00159,Delta_Logistics,2022-10-28,2022-11-13,Raw Materials,Delivered,979,51.59,49.69,148.0,Yes,100,16.0,50506.61,48646.509999999995,1860.1000000000056,3.68,15.12,84.88,2022,10,4,4,28,43,October,Friday,Fall,False,True,False,Extended,5.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,1.9000000000000057,0.9631711572010079,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00160,Epsilon_Group,2023-03-22,2023-04-09,Electronics,Partially Delivered,1106,97.77,90.45,31.0,Yes,100,18.0,108133.62,100037.7,8095.919999999998,7.49,2.8,97.2,2023,3,1,2,22,12,March,Wednesday,Spring,False,False,True,Extended,7.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,7.319999999999993,0.9251304081006444,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00161,Delta_Logistics,2022-06-11,2022-06-24,Office Supplies,Pending,1121,42.38,38.34,152.0,Yes,100,13.0,47507.98,42979.14000000001,4528.8399999999965,9.53,13.56,86.44,2022,6,2,5,11,23,June,Saturday,Summer,True,False,True,Standard,2.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,4.039999999999999,0.904672015101463,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00162,Alpha_Inc,2023-04-10,2023-04-21,Office Supplies,Delivered,552,60.48,56.78,10.0,Yes,100,11.0,33384.96,31342.56,2042.3999999999976,6.12,1.81,98.19,2023,4,2,0,10,15,April,Monday,Spring,False,False,False,Standard,0.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,3.6999999999999957,0.9388227513227514,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00163,Gamma_Co,2022-01-04,2022-01-12,Packaging,Delivered,456,80.53,77.86,26.0,Yes,100,8.0,36721.68,35504.159999999996,1217.520000000004,3.32,5.7,94.3,2022,1,1,1,4,1,January,Tuesday,Winter,False,False,False,Standard,-3.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,2.6700000000000017,0.9668446541661493,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00164,Delta_Logistics,2022-09-27,2022-10-05,Packaging,Delivered,1647,47.52,44.92,0.0,Yes,100,8.0,78265.44,73983.24,4282.199999999997,5.47,0.0,100.0,2022,9,3,1,27,39,September,Tuesday,Fall,False,False,True,Standard,-3.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,2.6000000000000014,0.9452861952861953,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00165,Epsilon_Group,2023-05-28,2023-06-11,Electronics,Pending,1801,71.27,61.24,43.0,Yes,100,14.0,128357.27,110293.24,18064.029999999984,14.07,2.39,97.61,2023,5,2,6,28,21,May,Sunday,Spring,True,True,False,Standard,3.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,10.029999999999994,0.8592675740143119,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00166,Gamma_Co,2022-07-02,2022-07-18,Electronics,Delivered,854,90.24,85.53,0.0,Yes,100,16.0,77064.95999999999,73042.62,4022.339999999997,5.22,0.0,100.0,2022,7,3,5,2,26,July,Saturday,Summer,True,False,False,Extended,5.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,4.709999999999994,0.9478058510638299,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,Electronics,Delivered,148,103.57,98.62,23.0,No,100,13.0,15328.36,14595.76,732.5999999999985,4.78,15.54,84.46000000000001,2023,6,2,6,4,22,June,Sunday,Summer,True,False,True,Standard,2.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,4.949999999999989,0.9522062373274115,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,MRO,Delivered,733,23.59,22.85,92.0,Yes,100,5.0,17291.47,16749.05,542.4200000000019,3.14,12.55,87.45,2022,4,2,1,19,16,April,Tuesday,Spring,False,False,False,Express,-6.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,0.7399999999999984,0.9686307757524375,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,Raw Materials,Delivered,1945,103.2,88.56,0.0,Yes,100,2.0,200724.0,172249.2,28474.79999999999,14.19,0.0,100.0,2023,10,4,1,3,40,October,Tuesday,Fall,False,False,False,Express,-9.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,14.64,0.858139534883721,Successful,Large,True,,True,,0,0,0,0,Low
PO-00170,Gamma_Co,2022-11-02,2022-11-21,Raw Materials,Delivered,775,57.0,49.14,48.0,Yes,100,19.0,44175.0,38083.5,6091.5,13.79,6.19,93.81,2022,11,4,2,2,44,November,Wednesday,Fall,False,False,False,Extended,8.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,7.859999999999999,0.8621052631578947,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,Packaging,Delivered,1620,36.73,33.45,235.0,No,100,4.0,59502.6,54189.00000000001,5313.599999999991,8.93,14.51,85.49,2023,10,4,1,17,42,October,Tuesday,Fall,False,False,False,Express,-7.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,3.279999999999994,0.9106997005172884,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,Office Supplies,Delivered,1010,55.68,50.86,0.0,Yes,100,15.0,56236.8,51368.6,4868.200000000004,8.66,0.0,100.0,2023,6,2,6,4,22,June,Sunday,Summer,True,False,True,Extended,4.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,4.82,0.913433908045977,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,Office Supplies,Delivered,1812,108.02,101.02,51.0,Yes,100,15.0,195732.24,183048.24,12684.0,6.48,2.81,97.19,2023,9,3,5,16,37,September,Saturday,Fall,True,False,True,Extended,4.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,7.0,0.9351971857063507,Successful,Large,True,Good,False,,0,0,0,0,Low
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,Office Supplies,Delivered,662,55.97,50.0,100.0,Yes,100,5.0,37052.14,33100.0,3952.1399999999994,10.67,15.11,84.89,2022,7,3,5,23,29,July,Saturday,Summer,True,False,False,Express,-6.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,5.969999999999999,0.8933357155619082,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,Office Supplies,Pending,1535,40.58,38.71,165.0,Yes,100,5.0,62290.3,59419.85,2870.449999999997,4.61,10.75,89.25,2022,6,2,0,6,23,June,Monday,Summer,False,False,True,Express,-6.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,1.8699999999999974,0.9539181862986693,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,Raw Materials,Delivered,692,71.03,67.74,70.0,Yes,100,9.0,49152.76,46876.079999999994,2276.6800000000076,4.63,10.12,89.88,2023,1,1,2,18,3,January,Wednesday,Winter,False,False,False,Standard,-2.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,3.2900000000000063,0.9536815430099956,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00177,Gamma_Co,2022-06-15,2022-06-28,MRO,Delivered,1842,32.4,28.08,96.0,Yes,100,13.0,59680.8,51723.35999999999,7957.440000000002,13.33,5.21,94.79,2022,6,2,2,15,24,June,Wednesday,Summer,False,False,True,Standard,2.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,4.32,0.8666666666666667,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,Office Supplies,Cancelled,1078,18.34,17.41,102.0,Yes,100,11.0,19770.52,18767.98,1002.5400000000008,5.07,9.46,90.54,2023,7,3,4,7,27,July,Friday,Summer,False,False,False,Standard,0.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,0.9299999999999997,0.9492911668484187,Successful,Small,False,Poor,False,,0,1,0,1,Medium
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,Packaging,Delivered,1291,23.44,22.23,0.0,Yes,100,18.0,30261.04,28698.93,1562.1100000000006,5.16,0.0,100.0,2023,6,2,2,28,26,June,Wednesday,Summer,False,True,True,Extended,7.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,1.2100000000000009,0.9483788395904437,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,Electronics,Delivered,552,21.52,18.79,13.0,Yes,100,11.0,11879.04,10372.08,1506.9599999999991,12.69,2.36,97.64,2022,1,1,5,1,52,January,Saturday,Winter,True,False,False,Standard,0.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,2.7300000000000004,0.8731412639405204,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,Electronics,Delivered,816,26.04,25.61,28.0,Yes,100,16.0,21248.64,20897.76,350.880000000001,1.65,3.43,96.57,2023,9,3,2,6,36,September,Wednesday,Fall,False,False,True,Extended,5.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,0.4299999999999997,0.9834869431643626,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,Packaging,Delivered,447,23.62,21.81,50.0,Yes,100,2.0,10558.14,9749.07,809.0700000000015,7.66,11.19,88.81,2022,11,4,0,28,48,November,Monday,Fall,False,True,False,Express,-9.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,1.8100000000000023,0.9233700254022015,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,Packaging,Partially Delivered,920,73.09,70.14,0.0,Yes,100,8.0,67242.8,64528.8,2714.0,4.04,0.0,100.0,2023,5,2,1,16,20,May,Tuesday,Spring,False,False,False,Standard,-3.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,2.950000000000003,0.9596388014776303,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,Packaging,Partially Delivered,844,26.37,25.08,38.0,Yes,100,10.0,22256.28,21167.519999999997,1088.7600000000057,4.89,4.5,95.5,2022,1,1,3,20,3,January,Thursday,Winter,False,False,False,Standard,-1.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,1.2900000000000027,0.9510807736063708,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00185,Epsilon_Group,2022-04-25,,MRO,Delivered,442,41.73,36.45,15.0,Yes,100,,18444.66,16110.9,2333.7599999999984,12.65,3.39,96.61,2022,4,2,0,25,17,April,Monday,Spring,False,False,False,,,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,5.279999999999994,0.873472322070453,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,Electronics,Cancelled,256,96.15,83.44,26.0,Yes,100,14.0,24614.4,21360.64,3253.760000000002,13.22,10.16,89.84,2023,1,1,5,7,1,January,Saturday,Winter,True,False,False,Standard,3.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,12.710000000000008,0.867810712428497,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00187,Delta_Logistics,2022-11-11,,MRO,Partially Delivered,1088,55.29,53.04,161.0,No,100,,60155.52,57707.52,2448.0,4.07,14.8,85.2,2022,11,4,4,11,45,November,Friday,Fall,False,False,False,,,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,2.25,0.9593054801953337,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,Office Supplies,Delivered,1931,72.88,64.69,187.0,Yes,100,4.0,140731.28,124916.39,15814.89,11.24,9.68,90.32,2022,9,3,5,3,35,September,Saturday,Fall,True,False,True,Express,-7.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,8.189999999999998,0.8876234906695939,Successful,Large,False,Poor,False,,0,1,0,1,Medium
PO-00189,Gamma_Co,2022-03-01,2022-03-11,Electronics,Delivered,1627,25.76,25.09,74.0,Yes,100,10.0,41911.52,40821.43,1090.0900000000038,2.6,4.55,95.45,2022,3,1,1,1,9,March,Tuesday,Spring,False,False,True,Standard,-1.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,0.6700000000000017,0.9739906832298136,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00190,Beta_Supplies,2022-09-04,,Packaging,Delivered,941,28.4,27.21,0.0,No,100,,26724.4,25604.61,1119.7899999999972,4.19,0.0,100.0,2022,9,3,6,4,35,September,Sunday,Fall,True,False,True,,,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,1.1899999999999977,0.9580985915492959,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00191,Gamma_Co,2023-08-04,2023-08-06,MRO,Delivered,1534,14.98,12.79,0.0,Yes,100,2.0,22979.32,19619.859999999997,3359.4600000000028,14.62,0.0,100.0,2023,8,3,4,4,31,August,Friday,Summer,False,False,False,Express,-9.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,2.1900000000000013,0.8538050734312416,Successful,Small,False,,True,,0,0,0,0,Low
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,Raw Materials,Delivered,1764,25.46,24.52,46.0,Yes,100,12.0,44911.44,43253.28,1658.1600000000035,3.69,2.61,97.39,2022,3,1,1,22,12,March,Tuesday,Spring,False,False,True,Standard,1.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,0.9400000000000013,0.9630793401413982,Successful,Medium,False,Good,False,,0,0,0,0,Low
